,DT_score_c45,RandomForest_gini,AdaBoost128,LassoLinear,multi_Lasso,SVM,XGboost
TJP3,0.6146624956701046,0.010853431167414948,,,,,0.074600056
CMC1,0.6146624956701046,0.008741088239580702,,,,,
PYGL,0.614208810338326,0.007394672833250698,,,,,0.035916176
NDUFA10,0.6109758608963491,0.004524682022864678,,,,,
TMEM243,0.6097453846695471,,,,,,
HAPLN1,0.6085804106135038,,,,,,
NDUFA6,0.6084166259902264,0.0038334710797439356,,,,,
TRADD,0.6062879520092427,0.008123431571989585,,,,,
MTARC2,0.6057686767134646,,,,,,
GJB1,0.6052118424218165,,,,,,
EGFR,0.6051607198076264,0.005683583477043435,,,,,
L1CAM,0.6048878687136474,0.00441811849705761,,,,,
METTL26,0.6048874832003871,,,,,,
NCEH1,0.604252172680595,,,,,,
GBP5,0.6039858194489675,,,,,,
NDUFS3,0.6038779497302671,0.0035186668026285345,,,,,
NT5DC3,0.6036332920732014,,,,,,
SLC22A8,0.6035976651969133,,,,,,
PGK2,0.6035630025967433,,,,,,
MGAM,0.6029636410504764,,,,,,
PRDX4,0.6029030984350628,0.009421257560891261,1.0,,,,
NDUFB9,0.6024256655224214,,,,,,
TAPBP,0.6023936576676745,,,,,,
PPIP5K2,0.6023521028263914,,,,,,
ADPRS,0.6021641159388491,,,,,,
FLT1,0.6020242447430904,,,,,,
PLOD2,0.6019957441269812,,,,,,
NNMT,0.6016745993096703,,,8.991049756113316e-05,0.006016572760990405,0.0015165976119290389,
P4HA2,0.6016379189502803,,,,,,
YWHAG,0.6014929438300285,,,,,,
ACLY,0.6012177033354755,0.006261611614000984,,,0.007438894628699894,0.0015061150129969593,
PHKB,0.6010355349397923,,,,,,
SPATA18,0.6009386964155067,,,,,,
HSD3B7,0.6006056698783551,,,,,,
TMEM87A,0.6002245673544517,,,,,,
CALCRL,0.6001622824539969,,,,,,
NDUFB11,0.5999223334942422,,,,,,
SEMA5B,0.5995873663200932,,,,,,
NDUFA8,0.5995844543191243,0.00512547793995839,,,,,
CD70,0.5995540084160494,,,,,,
MICAL3,0.5994454028293007,,,,,,
PPAT,0.5993941242541705,,,,,,
SCGN,0.5993749657761872,,,,,0.001617799167480085,
GBP1,0.5991438895586093,,,,,,
HPD,0.599035198207799,,,,,,
LPGAT1,0.5988852353603252,,,,,,
P4HB,0.5988187737102845,0.004678009081319891,,,0.009132876514841268,0.0021442155460433274,
LOX,0.5987076724999456,,,,,,
ADD2,0.5986317443659754,,,,,,
ERO1A,0.5985145847172816,0.007536062211680745,,,,,
SLC2A1,0.5984042728467568,,,,,,
HK2,0.5983945818440445,0.006463509950871516,,,,,
GRAMD4,0.5983129952008169,,,,,,
LGALS3,0.5982036847178142,,,0.010837900113254112,0.010173244833948726,0.0020616065814741073,
LPCAT1,0.5979151293527845,,,,,,
MYDGF,0.5977320190091681,,,,,,
PLIN2,0.5975905521753373,,,0.0011834645424656821,0.007007037546592054,0.003006665459371638,
TBC1D9B,0.5975307074575456,,,,,,
DPEP1,0.5975299707755184,,,,,,
APOL2,0.5974269695100772,,,,,,
GEMIN5,0.5972288272073462,,,,,,
DIAPH2,0.5971982666478063,,,,,,
DIAPH1,0.597195632637409,,,,,,
HLA-F,0.5969643610934742,,,,,,
PFKP,0.596900095815595,0.006774333254355321,,,0.04292880268951694,0.003168276543993306,0.59062
RIOK2,0.5968054805023283,,,,,,
NDUFB4,0.596671086270484,,,,,,
DCTPP1,0.5964084960589262,,,,,,
VEGFA,0.596261563837418,,,,,,
HLA-DRA,0.5960900272413749,,,,,,
MGAT1,0.5960750830373396,,,,,,
CD93,0.5960003681075616,,,,,,
PRKAR2B,0.5959911099994568,,,,,,
HSPA13,0.5956794826581946,,,,,,
ANKRD13A,0.5953125687357064,,,,,,
DOCK4,0.5952750697470391,0.006816506798644629,,,,,
ITGAX,0.5951863762532346,,,,,,
LRRK2,0.595166066351488,,,,,,
CA9,0.5951191513909065,,,,,,
KIF2A,0.5950506247841324,,,,,,
ANGPT2,0.5950392153625286,,,,,,
TAP1,0.5950144004276584,,,,,,
XPOT,0.5950122509356988,,,,,,
GAPDH,0.5949590405292059,,,0.003234479917802894,0.014478360389670831,0.004547865967467966,
RCN1,0.594927165290017,,,,,,
SLC9A9,0.5949066374532019,,,,,,
PLEKHA2,0.594800593168473,0.005250080051086602,,,,,
FAM114A2,0.59466597355913,,,,,,
ALDOC,0.594631451621114,,,,,,
C19orf33,0.5945980694945553,,,,,,
AAR2,0.5943871581763475,,,,,,
USP2,0.5943663086552377,,,,,,
OAS3,0.5943339828422479,,,,,,
CYP4A11,0.5943120949927782,,,,,,
TXNDC12,0.5942855774472261,,,,,,
UMOD,0.5942469197944392,,,0.009409149276242175,0.028369621414949604,0.01161467482396457,
TBC1D2,0.5941760054582524,,,,,,
IFI35,0.5940611532328746,0.003145128388238998,,,,,
IDO1,0.5940360357974719,,,,,,
ERGIC1,0.5939131866482416,,,,,,
DPP9,,0.00870722439169969,,,,,
SPTBN2,,0.008353518363035219,,,,,
PARD3B,,0.007943631158978776,,,,,
AIF1L,,0.007847182983007697,,,,,
PSMB9,,0.007776886434840598,,,,,
PLOD3,,0.007675969811554804,,,,,
PSMB8,,0.007602124873822582,,,,,
PFKFB2,,0.007276644479904519,,,,,
MPP7,,0.007010968021811523,,,,,
CNP,,0.0067443611390502495,,,,,
ANXA4,,0.006641922676655022,,0.0014821082170005575,0.007331777609994375,0.0045155447007604165,
NDUFS5,,0.00649453234398067,,,,,
PDK1,,0.00646554376374345,,,,,
EPB41L5,,0.006356756958266923,,,,,
NCOR2,,0.006347518854985053,,,,,
GPD1L,,0.0062817848465292914,,,,,
LLGL2,,0.006191077260598577,,,,,
GGH,,0.006105514007077872,,,0.01346333101985474,0.0016559249525302613,
IKBIP,,0.00598610337401674,,,,,
P4HA1,,0.005845537063035015,,,,,
PDHA1,,0.005723143095101556,,,,,
NDUFA4,,0.005563271400809785,,,0.039299987370599185,0.0019509657430627789,
IPO9,,0.005548558779619293,,,,,
TPD52L2,,0.005394799195497555,,,,,
PSMD10,,0.005374334839407992,,,,,0.11864341
KIF13B,,0.00537269513041358,,,,,
NDUFV1,,0.0053036306403246546,,,,,
SIAE,,0.005303385046149876,,,,,
NDUFA3,,0.005282412230396992,,,,,
PSMB10,,0.005202083708242378,,,,,
QARS1,,0.005179400487819425,,,,,
COX6B1,,0.00510800563121251,,0.009490069444548506,0.041860396634540005,0.0023973362637077704,
LARS2,,0.005043719815847765,,,,,0.15640758
GIT2,,0.005038234396065941,,,,,
NUDT9,,0.005026486444407553,,,,,
LDHA,,0.004859767512945698,,0.005430486583744689,0.009919883954685467,0.004590662952728794,
NDUFA4L2,,0.004856761185050738,,0.008028866946616487,0.00326601849243178,0.0021222191753593766,
COLGALT1,,0.004851579444153495,,,,,
NOL3,,0.004701151017627999,,,,,
SLC16A3,,0.004596359297445368,,,,,
EHBP1L1,,0.004521574010305616,,,,,
NUDCD3,,0.004485753341004323,,,,,
NDUFS4,,0.00447804432350034,,,,,
ICAM1,,0.0044695558637733775,,,,,
PLCL1,,0.004463235594062485,,,,,
NDUFA12,,0.004383045632138286,,,,,
NMNAT1,,0.004267385391680324,,,,,
COL4A4,,0.004265629189568808,,,,,0.007921093
ACP3,,0.004233271598739103,,,,,
FHIT,,0.004173081922016935,,,,,
SIGIRR,,0.004146292475843624,,,,,
TSR1,,0.0039685516808697805,,,,,
NDUFS7,,0.0039017973536193363,,,,,
PAPLN,,0.003900188219571177,,,,,
WDR48,,0.0038959802908901486,,,,,
NDUFS1,,0.0038239697855152344,,,,,
PKM,,0.003821448284027756,,0.001234015564316544,0.0061752240619692336,0.004788295207549427,
TNIP1,,0.0037502400266691354,,,,,
SUOX,,0.003710839498878167,,,,,
MT1X,,0.0036855009625915394,,,,,
NDUFS6,,0.0036589954155537576,,,,,
COA5,,0.003635720284528683,,,,,
ENO2,,0.0035463190741779754,,,0.01628312353108092,0.001449407624940007,
AP1M2,,0.0035421535676222185,,,,,
MT1G,,0.003507451544193779,,,,,
CDK18,,0.003506349799737814,,,,,
NDRG1,,0.0034836752506193064,,0.02855098771019037,0.01706025530347381,0.0030359992542107455,
NDUFA2,,0.0034586353403652246,,,,,
EPB41L1,,0.003394989480988388,,,,,
TINAG,,0.003378911865309557,,0.019424030136324384,0.03910633342253067,0.002198835577236642,
GLB1,,0.0033371064548881942,,,,,
SMYD2,,0.003288581751619655,,,,,
NDUFS8,,0.0032712601202758425,,,,,
DHX30,,0.003239310467391717,,,,,
LMO7,,0.003211943889168628,,,,,
RIC8A,,0.0031576230890144946,,,,,
TYMP,,0.00308564618412716,,0.00018531513501126153,0.01943672190164276,0.0024293563397030753,
SH3GLB1,,0.0030149074230049686,,,,,
BCR,,0.0030140948569401436,,,,,
FAM169A,,0.0030082585109603376,,,,,
AGMAT,,0.0029923562202515087,,,,,
HADH,,,,0.03678609800525966,0.03832134617855274,0.0016196099477066165,
FBLN5,,,,0.03618283252818536,,0.002036921486728153,
COL14A1,,,,0.034260227057585746,0.017463974578697288,0.002861921546798923,
COL18A1,,,,0.034082229432953616,0.028231218080493375,0.004014969155227871,
DSTN,,,,0.027893537306863943,,,
LASP1,,,,0.027400530350618353,,0.0016082589971860288,
ECH1,,,,0.026461821539820293,,,
FHL2,,,,0.023141177982731746,,0.001863263582302437,
MYH10,,,,0.021992452373861625,0.03633867009923354,,
ASS1,,,,0.018308533227682666,0.018805101761704978,0.003658975613335153,
LGALS4,,,,0.017342269940562444,,,
FN1,,,,0.014452418431323782,0.009229511435368171,0.005431081392524107,
ALDH6A1,,,,0.01423435707305275,0.009799229789630163,0.001994741954714835,
COL6A3,,,,0.013486014962389948,,,
S100A6,,,,0.013264992508272972,0.004111433095899793,0.0033936353876098525,
VWF,,,,0.013083879666152888,,,
UCHL1,,,,0.012610210881372656,0.010080006964443673,0.003190214077822767,
PEPD,,,,0.011857391967856951,0.00777110995054521,0.0015686438512536795,
ECHDC3,,,,0.011226693878287515,,,
IDH1,,,,0.010043829506072693,,,
MME,,,,0.009816048395579641,,,
ANXA1,,,,0.009591792681311962,0.006530717451959009,0.003193832186894942,
APCS,,,,0.008762881352308415,,,
MSN,,,,0.008720234633516538,,,
