idx	01OV007	17OV003	01OV023	17OV005	01OV017	11OV002	01OV029	14OV011	17OV004	01OV039	15OV001	01OV013	11OV010	01OV019	01OV008	14OV029	01OV010	17OV002	17OV001
ENSG00000004142.12	24.6379776274915	24.850801145605	24.3198619498155	24.3294546127838	23.8307616262181	24.3314595881719	24.3387109834143	24.9073034453742	24.4606700369196	24.3012122171898	24.318394681851	25.0135294364519	24.6463247713281	24.3138381508426	24.7458951264549	24.2903022286249	25.1012184091767	24.5813645084126	24.3902346712593
ENSG00000004399.12	23.3101274026429	23.0590852741401	22.989979030468	22.7021277293956	22.8863472438161	23.0848744520341	23.1475181322019	23.6646102503578	23.2869331604361	23.1700566982656	22.8559908472952	22.169748590643	22.0697994984112	23.0603297697226	23.1177270315839	22.9394075887118	22.5001224202787	22.0994846357619	22.6041678870174
ENSG00000004455.17	27.1084939509801	27.6883942445791	26.7018445433523	27.3370146354539	26.9235135565122	27.1072014758124	26.9846661318641	27.4442973253035	27.5720341652529	26.8269368293777	26.9110489302598	27.0143328357915	26.9636484977696	27.096886019635	27.0088440005292	26.7643009166201	27.3056185568792	26.4431296420069	27.656874816673
ENSG00000004468.13	22.9284069383099	23.8424593031641	23.8532816098392	23.1062244150276	23.2624437217615	23.9038241361022	23.8772962564607	23.7152670002657	23.0059325546042	23.5834684373411	23.9805050155027	23.5187725216732	23.282371490615	23.8063003908296	23.6134256633205	23.7449413066787	24.5344483984453	23.9973259620958	23.1702510574424
ENSG00000004478.8	26.6325141207995	26.7379663412481	27.2953776951849	27.2856705646326	27.1539977802497	27.5187269942783	27.2213758375793	27.1680344689624	26.9822278471779	27.3057475319279	27.2598812801972	26.9938001985471	27.2956456377344	27.4326784641116	26.9889766445266	27.0326664537503	27.1773296390938	27.4329220180187	27.5045243306298
ENSG00000004487.17	24.6762664050952	24.6864058619242	24.9813310532492	24.5204881396291	25.2604416357639	24.6928190254532	24.8361039836187	24.7011969408878	24.7474630458098	24.8410678133465	24.8106566569423	24.6759569911582	24.6048386905139	24.8647531972557	24.5650661360892	24.5742982174251	24.7066855638216	24.5604730206058	24.7955515510482
ENSG00000004534.15	24.3340756532664	24.1411302865159	23.9679546897152	24.3768921852686	23.7663646866649	23.7606094492031	24.0448478850526	24.2941442200921	24.5822952275767	24.188597777123	24.040265014865	24.540500405827	24.2969128326042	23.8533122426242	24.4407326667956	24.0742420466369	24.14820987556	24.5909827007833	24.1740155205287
ENSG00000004700.16	26.1084750148511	25.7615518211159	26.6892969755128	26.3737464954904	26.4597807164899	26.1690719818103	26.5754749418463	26.4675161412932	26.4994576014639	26.2395258555232	26.4099961159412	26.1545843180944	26.5349403378207	26.7653564021116	26.3209085148606	26.4140437274743	26.0202885406737	26.0218475254563	26.2931248982509
ENSG00000004766.17	23.842125259828	23.4002573936282	23.3690197757057	23.3276898046637	23.2363431733064	23.3312301539204	23.2943577270554	23.4117083511266	23.266446737463	23.5595035474283	23.5591794720212	23.06324667227	23.0651121888477	23.3186825703699	23.3146857371385	23.5115402113297	23.2093314057094	22.5665376383569	23.651978276801
ENSG00000004776.13	29.0532160157246	28.9964151070351	28.8500638405473	28.463470266694	29.2024953559807	29.9010234635316	29.563182395409	28.6730483374174	26.3809268957439	30.2081543596418	29.6201802826692	27.7723444606666	31.0454556120531	29.1469945667797	27.7000547725214	28.0837023603486	31.574135992465	27.4988345484847	28.9453941429872
ENSG00000004779.10	27.0527211968903	26.4802090810756	27.2989435672392	26.7481101870564	26.8686920994367	26.8462925855355	26.6062136675238	26.3703355121351	27.0750144970664	26.4930443392006	26.4395162044489	25.6541246526986	25.3113710584642	27.4522583082149	26.5893197756482	27.0818536847997	28.8220048430665	26.1174474400088	27.5800594055491
ENSG00000004799.8	19.7801279987166	19.7345445757577	22.0071486854927	21.5617104212367	19.8360306969366	20.3859131541989	20.4803634389367	22.4016141104554	20.5301642154792	19.5581857394675	19.9825885517089	21.9091855051706	18.4765387064714	20.7435467064202	19.3194537086007	19.9095034323314	23.2667631119115	NA	20.5337518951131
ENSG00000004838.14	NA	NA	NA	NA	18.2195748641927	18.8237998542148	18.0096231822648	16.4151172332217	NA	NA	18.4240569601665	NA	NA	NA	NA	19.5193460509822	17.9107365680029	NA	NA
ENSG00000004848.8	NA	NA	NA	NA	NA	NA	17.3255117945684	17.1044038374018	17.5023272445348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000004864.14	25.7598108942187	25.4062297361491	25.7433953884064	25.4788782405814	25.0262604728356	25.3914419724415	25.6131464285781	25.5951357473279	25.5224015317103	25.4940611863371	25.4637064374203	25.4929406395812	25.4962293385943	25.8598969498814	25.6170473426813	25.5341219549989	26.0540742835739	25.2660945727478	26.2508046196906
ENSG00000004866.20	NA	NA	NA	NA	20.1267814425615	20.1729652671269	19.8101560943175	19.9977650031091	20.6896171429955	19.0264938407054	19.904284319545	18.5251282876891	19.4498259408695	19.3811652454743	20.9434575486006	19.6001912324279	20.1038551748347	19.4953371185013	20.2221944525258
ENSG00000004897.12	25.3770143808692	25.7838448752807	25.2775298206982	25.2215502941089	25.4082230599534	25.4250982209075	25.282201150077	25.4097621075913	25.4061711783749	25.3326911847862	25.4723831626203	25.1889457614788	25.4581396751647	25.438172497851	25.5940982412262	25.6411735249626	25.68111978312	25.2046826635922	26.0136801233078
ENSG00000004939.15	30.7411687767666	28.7648880560258	29.0838544977204	28.9020625534559	26.8323176702402	30.3675963549519	29.1893552984837	29.9058572952582	29.9337532868632	26.5139072769695	28.0186833800207	28.8914235727526	27.0539393540477	27.7146068573687	30.0720253632315	28.7173699230103	29.4076194053961	28.8931427061932	28.1439247232324
ENSG00000004961.15	24.32637341814	24.0384281497161	24.1722115575372	24.5196108196812	24.3759569836057	24.3582339447368	24.1059107111565	24.4148583667206	24.2514448762664	24.0457543896929	24.4609115954946	24.2849848578891	24.4204654044542	24.2349068624841	24.3888110971936	24.4455404186849	24.8452329070867	24.4998630783406	24.1288912676591
ENSG00000004975.12	22.3816962520147	22.7674176708185	22.2679272768737	22.5212454236605	22.9355598315509	23.1807881381399	23.2017792480922	22.6743801871316	22.9302610178828	22.5941214339959	23.009693562495	23.3464020006507	22.9612735900919	22.9732874968716	22.5347746578557	22.830519045086	21.8660025059557	22.8903284314691	23.1010100602849
ENSG00000005007.13	25.6667951385086	25.8424653678716	25.9614171501009	25.8168059088464	26.1145945928992	25.7979343733125	25.9874452677207	25.7981035228466	25.8872085056144	26.0465168524685	25.9888489602898	25.6719788552316	26.0667307960228	26.0183869097066	25.9735781283699	25.9479770090064	25.9133763110064	25.7256943052184	26.0815151059297
ENSG00000005020.13	23.4123285416771	22.7766701481205	22.6525676727797	22.8237665149591	22.3324385420057	22.8555638356953	22.2580344755594	23.3515429411882	22.7843355976324	21.7637563124169	23.3839834772618	24.2845588058972	23.1672712174953	23.2203956095354	23.2573327906657	23.623416749944	23.0939259979921	23.3295445097038	23.1773983294071
ENSG00000005022.6	28.0773615158301	27.5079123950306	28.1041957529057	28.3766400768848	28.163494427113	27.6927296559941	27.7764121848572	28.0542981855589	28.5340710409152	28.0003502185663	27.9093244767081	27.8823870650852	28.0563810598807	28.0025509676163	28.1598024692761	28.3459091345716	28.1729660247116	28.3359146538908	28.3142270202307
ENSG00000005059.16	22.7172802807482	22.2352821309524	22.3808675756766	22.4654055107808	22.4931877596357	22.626775572991	22.8175975123751	22.2863224762093	22.3237942199766	22.7383693746234	22.5052342623785	22.1381960018777	21.8370216602381	22.4169941173235	22.8774375136426	22.7974473354434	22.5863660766596	22.2820929692867	22.4350711688644
ENSG00000005075.15	18.3348504121049	18.2138497792694	19.8149016755588	18.0531704315092	19.3252588655368	17.9116968561909	18.3933153889262	17.2119763398806	19.4513951056934	18.006623893811	18.4655125351718	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000005100.13	21.7547649944903	23.1339550435087	21.4452155722555	22.7118376573267	22.1989616270112	22.5193221100589	21.8435889458336	21.9550154526644	23.0410783495874	22.5904859387374	22.2230109771661	22.1372941497605	22.0918159975287	22.0727055997893	22.8472565034727	21.9484541279503	22.2972481538954	23.0945135933687	22.3055103417343
ENSG00000005108.16	NA	21.2857940982327	21.2388639471421	20.923045964501	22.5895292521222	21.7456544016519	22.4353909518314	20.4825861126379	21.026269451023	22.8163918596902	21.4519047539383	20.2141088004576	21.8064705492016	22.0321757200227	20.3472193739988	21.5323172090325	20.9665550297267	20.7179172667735	21.0060095314126
ENSG00000005156.12	21.5456120067762	21.8134157527008	22.1076414226809	21.5796415051394	22.1047511041178	22.2001576810881	22.0883023754358	21.9909908318413	21.459500520345	20.5387402265249	21.3772999539973	22.3760952839222	22.3756340139155	22.5651487789911	21.7470286035488	20.6718325982538	21.1388719815192	21.7370906174938	21.8158644178028
ENSG00000005175.10	24.1089638641856	24.1165682024734	24.578765415995	24.1700378915982	24.5366407020035	24.7480656930374	24.6574424622973	24.3935374590635	24.2856233371549	24.2648566391927	24.8240604039445	24.4152498187547	24.4354051101153	24.5492135751269	24.180537116744	24.4118246587936	24.6958489306715	24.2751670411566	25.0683739093231
ENSG00000005187.12	21.5530879332176	22.1104342571455	21.9019363755733	21.6246520036475	21.4871555228066	22.0581591831975	23.232211563378	21.7859287896931	23.3644423266733	22.3341784214763	21.8328152157214	22.0780111614978	22.5252512068232	22.5179503409099	23.1229173230735	22.3180086189694	23.139091196418	22.7509706907168	23.3046025842597
ENSG00000005194.15	25.4262760450614	24.4866057564843	24.944331196885	25.0264170208789	25.0390633271209	24.8538362868158	25.2747819458342	25.2618495078774	25.4450905495758	25.3709590869492	25.5472062145659	25.2533987835001	25.1322343951219	25.0770044650914	25.1432036929028	25.4373511587548	25.4197879293299	25.8245695506729	25.6112238383807
ENSG00000005206.17	21.9938008917401	22.2579807199169	21.74413015803	21.2536846252437	21.8651855930666	21.4430141761348	NA	NA	21.7395972037405	21.0634849601077	21.5737630195839	20.6119419523408	20.3746788067746	20.8531386784282	20.9412139836654	21.1498931147536	21.5984100821098	22.4112584224019	21.2829285747609
ENSG00000005243.10	25.3432252963471	25.1410100060947	25.0705820982088	25.1769360169258	25.0058423359195	24.4158136089184	25.1150141449903	25.6672036278743	25.2538549736623	24.9078888246388	25.2360660671793	25.1642601981561	25.9624528668768	24.6395058962745	25.0981139574089	25.1120896141692	25.248843923435	24.823483690483	23.9644745704147
ENSG00000005249.13	27.1957342375426	25.6584935330094	25.9704979202335	26.6347498366859	25.9357718539746	25.9573100047511	26.2985625621615	27.8729965751004	25.0033294715439	25.2199197295877	25.687479661144	26.9062639477659	25.455392373791	25.8113462156575	24.5084848222153	25.7518746943216	24.8585662546144	24.7206571580448	25.1419135190249
ENSG00000005302.19	NA	21.2858030176901	21.035069878689	20.5485250242823	20.4412094703678	21.2440227586683	21.0342560127275	20.7441241231455	20.4513785796329	20.66356621939	20.4301938286575	20.8669243702542	21.0650419149825	21.2643125978385	20.9467593872636	19.4550210473396	20.0520838100127	19.4891733264626	NA
ENSG00000005339.15	23.430454059351	23.0123385031741	22.9128316646077	22.9573488971979	23.3978574902429	23.2957436581731	23.3189935806972	22.8093680077174	22.541027467224	23.3740688366007	23.2184994569244	23.8173191999823	23.5869289665549	23.0800245436219	22.7955886050062	22.942354556011	22.8333412539718	23.4310072243491	22.7714698954822
ENSG00000005381.8	26.2726500717609	24.9360856828975	27.3410001920586	25.551831448747	24.9593310883473	25.3234378677474	25.1609809810631	26.8315275387736	26.0118063672363	24.3369360344236	26.5338941855423	27.2706135400706	25.0445841123594	26.1306007399813	25.806971215698	27.3838437808638	26.1670644335733	25.309101825581	24.8135065027069
ENSG00000005421.9	27.4400655912337	26.9367733568678	26.9422081439785	26.7307574809501	27.0384461360572	27.0423962677194	26.4992142817833	25.3883531348609	27.1009967212549	26.0751864002933	27.0225193023156	26.9396034948823	26.5978023813086	26.872041832179	26.2087403015195	27.4814556307259	25.6251474070109	26.4062036121774	25.8727561794055
ENSG00000005436.14	23.0909817626032	23.4594773368949	22.5665161275938	22.851923020179	22.8746082131147	23.0467565732095	23.0523629575402	22.6984509764371	22.8525514583778	22.6407191035529	22.9222698336182	23.0811045236222	22.8470428351004	22.9211068562706	22.9411277488616	22.6121899105284	22.8598710412976	22.901908506946	23.0561391112524
ENSG00000005448.17	21.4102405324712	22.8016423550006	22.0934045197219	21.5003680348373	22.5670177148789	23.1655732196809	23.7571470559779	22.9313340287224	22.1641447140261	21.9844257013212	23.2993335362234	21.8570016230175	23.4059485894227	23.1286947594302	22.2188916911447	22.2187016204357	23.1941197931549	22.5124108735229	22.9360185005607
ENSG00000005469.12	22.633043691892	23.4655792703864	22.8451789025124	22.9509372204016	23.6163315718394	23.3278939324018	23.0169488654434	23.0373715877821	22.9595456676883	22.9317542739908	22.9567564685157	22.1431728631261	22.7005982712787	22.623360278682	22.7250413520259	22.8380712369038	22.538025898433	22.7850886006048	23.3804209313881
ENSG00000005471.18	23.3848924271581	24.8975793274169	21.7104338547082	23.079176698946	20.8464482436263	23.3951824017585	NA	NA	NA	22.6443067499436	23.913114107718	22.4037088924558	22.5494236582529	22.7073511176179	23.8313313700449	22.683800636221	23.1563790419918	NA	22.1273861726869
ENSG00000005483.21	NA	23.7490875741565	NA	18.9148140522513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.3232122943617
ENSG00000005486.17	23.2269855328693	22.839500723945	22.8916015652228	22.9167750748428	22.4157038638463	22.8590904305078	23.2271899488653	22.892386555172	23.0989953499969	22.7000323436262	23.1689570146872	22.4423256693167	22.5696934099231	23.3335095987225	22.8261503682061	22.9712530910298	22.2005317120305	22.4488757078911	23.8268689026452
ENSG00000005513.10	NA	NA	NA	NA	NA	NA	NA	NA	22.9959124447106	NA	22.3486122644821	NA	NA	21.5707414751674	NA	NA	NA	23.4674192270949	23.0538462236326
ENSG00000005700.15	20.4270364728566	20.9671088878957	20.6558831178215	20.3432305343327	20.7157815347365	20.5819286543632	20.5711518180818	20.3427943658098	21.898920823631	21.6521758294896	20.7548551768426	20.8742058772863	20.3710277966337	20.5753169259846	20.402351147419	20.2587805006294	21.174570611252	20.6814198987577	20.8807446664686
ENSG00000005801.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.1950555418064	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000005810.18	25.1534418656547	24.7677567220286	24.6838263892843	25.2130078291614	24.85559454942	24.5865410295887	24.5498840618559	25.0848025666188	24.8813590249848	24.9674777360425	24.6686659219481	25.0147689521971	24.9335150545597	24.4904595809184	24.7052612050183	24.7324052400019	24.538997643159	25.0197626720744	24.5605375666775
ENSG00000005812.11	NA	19.1420093423491	18.7744930944328	18.3452021226357	19.1145049925633	18.0853114160008	18.9628622490698	18.2097791111583	18.0533398959577	18.6759312186179	NA	19.8363366086446	20.1313114401466	19.0354968286688	19.5888215874818	19.3796382432627	20.2395110645055	18.5482541722119	NA
ENSG00000005844.18	24.6801372085693	24.7354329298673	24.8796281089756	24.182398570098	24.6805511237141	24.5074721895454	24.4409671837185	24.4642556023232	24.6309800203535	24.2124068899918	24.6770905480492	24.1035396808075	23.9262469720426	24.508895359857	24.5685474527421	24.9033832610754	24.2442584783637	24.3970518578194	24.3520702689349
ENSG00000005882.12	22.4172255352025	22.4268483733471	22.3964062412865	22.8112547009043	NA	NA	22.9392359211007	23.7997794507821	21.4667120603775	21.5172533979058	21.5671689642512	23.2970658968475	21.9783173648345	22.3168428135897	20.7706274283696	21.9674426646173	23.8130541455866	20.7124576364172	23.0274517318583
ENSG00000005884.18	20.452480416272	21.3976605178748	21.4375271355626	20.6256650432653	18.4207742340197	20.3530657581687	21.3849097246044	20.6211831482373	21.1120658747815	20.9505933767127	21.8452501855154	20.6429116095518	21.9511539815693	NA	NA	NA	NA	NA	NA
ENSG00000005889.15	NA	NA	NA	NA	NA	NA	20.6076768272731	21.4220793043413	NA	NA	NA	21.1957166660262	21.1758331943342	NA	NA	20.3455040052567	20.2664678502294	20.8347821282647	20.4388281254549
ENSG00000005893.16	26.8943174262156	27.2312364412552	27.0439747030483	27.9252837264787	27.8489546736505	27.180329417262	26.8798668473676	27.2270987912682	27.5149761537065	27.4239590030277	26.9646094330684	27.4341009265097	26.7917553020515	27.2033540654215	26.9777187759266	27.067823146923	26.6087546183534	27.1076463140493	27.4829805792434
ENSG00000005961.19	25.5478595206069	24.5715809345838	24.4596585019315	24.7956554090779	23.3816638908832	25.0222458415186	24.2463143166101	25.6436095783239	25.4775753624499	23.0488774566189	24.741915021292	25.968144097479	23.7135148119207	23.3406575829322	25.9442821231441	25.9645738636296	26.1469106004349	25.5348747450753	24.6033100831342
ENSG00000006007.12	24.007989173787	23.9252631035492	24.0289162856579	23.3143670725603	22.3016083107517	22.806452106486	23.5859824287275	23.9197373200619	23.5692458780718	24.401143549249	23.7631145813631	24.2878078625224	23.5584563810494	23.5465411180622	23.6958156580755	23.5625818203303	24.7929558952229	23.7494328704711	23.906416924438
ENSG00000006025.12	20.3232569117166	19.2229508298302	18.6311572528815	19.1910465935195	19.9662865234584	20.7093584456892	20.2061773231212	19.802087920749	NA	20.8680263200745	NA	19.9642202960402	19.1709447023714	19.4799819812122	20.6533747747961	19.4885415532747	20.8122196998001	20.271484621806	NA
ENSG00000006042.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.4059025992542	14.4288509303196	NA	NA
ENSG00000006047.13	NA	NA	NA	NA	NA	NA	18.8831100628062	19.282732004506	19.0142594152982	20.1757804893168	18.7010228352395	19.24422973545	19.5862474443647	NA	NA	NA	NA	NA	18.6118619581218
ENSG00000006118.14	23.1705342601222	22.8572015127323	22.3137012172579	22.8906641610817	NA	NA	22.7350538654406	24.1086522916292	22.7092054105662	22.5854722921981	22.3763505161053	22.0475196465612	21.9653382270581	NA	NA	21.960316616507	22.5120018691761	23.0679003266913	22.1109154859378
ENSG00000006125.18	25.9431719914423	25.6275938684115	26.5849134938811	26.249291489392	26.6571897055531	26.1653822168141	26.6372274021981	26.1947460468055	26.3364010410416	26.7940804195068	25.9213738955224	25.2709077840774	26.5034396334821	26.4605911581849	26.0206706476675	26.3067161432937	25.6414341564432	25.9084996407075	26.2997575471626
