idx	NX1	NX2	NX3	NX4	NX5	NX6	NX7	NX8	NX9	NX12	NX17	NX13	NX14	NX10	NX16	NX18	NX11	NX15
ENSG00000004866.20	20.4299575917346	21.0609161206589	NA	NA	19.5162363696989	20.0604747409228	20.3930549053339	19.9803143115113	19.9685354705973	20.0820594335647	20.2215315573853	19.7388590114908	19.5620704729067	19.9934766487959	19.9920090030576	19.8848845645469	19.5715212860786	19.9475542879787
ENSG00000004897.12	24.4832631169785	24.6993545444865	24.2956448134515	24.3276768775425	24.6838253056702	24.595548702244	24.3911328521142	24.6880795115378	24.4958784001324	24.6427481245699	24.5398403104959	24.8172811660916	24.5285971645031	24.7004161603959	24.6561607506049	24.5230852087884	24.5739644973985	24.6038527083159
ENSG00000004939.15	25.3070374758595	26.9358356647633	26.2594048409397	27.7230047122211	27.1462842544413	25.5288690853713	26.6351906095273	26.3286493425224	26.0942615583879	28.06602714434	28.1412577518502	26.6913810094368	26.226373939312	27.3323971807624	27.7091544551663	25.7591991624722	26.2869746250941	26.6400370931089
ENSG00000004961.15	24.5003651487861	24.4703829404714	24.1596983843635	24.2546882142989	24.666472087517	24.3996860159157	24.17989507677	24.2905200078389	24.1353650165004	24.223862754198	24.4021669387997	24.4652577891609	24.4498892241359	24.4312620311875	24.2074762937943	24.3380723873899	24.4236252331201	24.5573216014615
ENSG00000004975.12	24.519337420519	24.2459313068779	24.7667702378817	24.4815473284756	24.2980167138664	24.5769203047253	24.6818549395283	24.913739667548	24.8407509920561	24.4946835441728	23.9313659292989	24.5928593134103	24.1933737075051	24.3522842498671	24.2414317030515	24.5379202767824	24.5354218932205	24.4286382412456
ENSG00000005001.10	18.3163303463142	18.2351202591761	17.5467439882819	17.594288179857	17.6359822143954	17.4442912636504	17.6517568781787	17.821639448464	18.3411747667749	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000005007.13	26.5270913809083	26.4247186185092	26.4774848908243	26.278490962096	26.4465924599775	26.4786010485663	26.3810245469197	26.4522554915128	26.5071110139346	26.3499165843043	26.3768590805104	26.4268014520464	26.6998032199719	26.3833388794851	26.3716746042997	26.5091447126754	26.4841638564052	26.5164118640124
ENSG00000005020.13	22.199845245408	23.3235341842878	22.1154486131531	22.848971633724	23.1754679732059	22.5775350377183	22.7049338702074	22.5779187111586	22.7628306224425	23.1498679769447	23.5573753998328	22.5863805221485	21.8739951604888	22.6260862679944	23.5310765302868	22.4195421462686	22.3951793870627	22.2729427227685
ENSG00000005022.6	27.1025824559203	26.9886964444466	27.0455285787596	26.9976972672341	27.0646136873246	27.0828245357483	26.8785736877073	27.0120213941688	26.8625301357567	26.9181915502916	26.8475943848755	27.0282031158557	27.2389356482879	26.6638745084329	26.5948344974723	27.0883915873998	27.0873068523586	27.228471249018
ENSG00000005059.16	21.0036886227791	20.7161615317016	20.9084030940066	20.9209853191858	21.2722631577857	21.0537608894789	20.9330726711982	20.8595290565238	20.8587542326283	20.978287598453	21.1205630601608	20.8104058639404	20.4332197552354	20.879050682871	20.7712946416162	20.5151371043412	20.7943449661693	20.9041662370758
ENSG00000005073.6	24.1300902903241	23.3944448573807	24.7368693234184	24.0482037737759	24.0065172633145	24.0929849935623	24.1518493369047	24.5889430721652	24.2649384990693	24.0153902813265	23.6655972642023	24.0120337491612	23.9317045863396	23.981633636591	23.6938401729264	23.9644247581269	24.0857637507317	23.9071010129544
ENSG00000005100.13	21.6877019743502	21.7956335939434	21.8977789313023	21.8714252730394	21.8591863701354	21.8941626344067	21.9894148645459	21.8043371533736	21.5978139748319	21.9050531688254	21.6875864477181	21.8314767905813	21.5784654516604	21.7832531472102	21.8048378259271	21.8131718917295	21.7743409588784	21.7198566927427
ENSG00000005108.16	23.2096464507316	23.4361529182367	23.7153079999878	23.3254653334983	22.910416222562	23.772111074786	23.5674619250552	23.6112312767046	24.1511593409962	22.1365159900394	23.2910522763731	22.4982941819519	22.8051187863943	23.3476082785746	24.0804943602564	22.976566915611	22.3464063573151	22.7556599000604
ENSG00000005156.12	25.4167204131536	25.3803939344527	25.4744941731681	25.3766962373612	25.4419852429292	25.2552171684045	25.5885733864555	25.4184569154699	25.194388508076	25.3509625856778	25.1128353071024	25.273706693085	25.488434509048	25.0921322664409	25.1035533935588	25.3845995601985	25.4651554075514	25.4043194935772
ENSG00000005175.10	25.1450996315213	24.6931818321488	24.968122126209	25.0081691701538	24.8704840844308	25.1345809143026	24.8457073541986	25.164714085113	25.090605147809	25.0203285085057	24.9210150063873	25.1770251423507	25.0237181404982	25.0151789245041	24.9042073848799	25.0467053581034	25.1820429431534	25.0535839460036
ENSG00000005187.12	23.2889181227443	24.3031971120851	23.485384790851	24.129648503324	24.3348521867093	23.0129777854059	23.6190484448	23.0504104425119	22.9371176660244	23.7878607256866	24.1449742568358	23.2203425084024	24.6865866032071	23.5310129622315	23.4518450078329	23.832183561156	23.2305678850511	24.150510975452
ENSG00000005194.15	25.6774452785331	25.1952621279513	25.0247988690482	25.3415378526532	25.4838363142283	25.5474894733337	25.2729468742039	25.4320150321867	25.096565352148	25.3880159863478	25.5587571122813	25.6390265624755	25.4801446018753	25.393484261386	25.4623437180768	25.5742194490733	25.5941038201751	25.5763599430289
ENSG00000005206.17	19.4398206501348	19.2829051342603	19.3818895090165	19.4599534231238	19.0048405603933	19.0626397824872	19.2035254430463	NA	NA	19.4677501215763	19.3892957710048	19.5981017755638	19.663927831934	19.1458946136663	19.3594990431229	19.3290022089718	19.3977419075386	19.4112444801294
ENSG00000005243.10	23.2297670573663	23.254953861236	22.9577434152617	22.982047499009	23.2080207592806	23.8501017352601	22.9301549986284	23.7433485392667	24.1538835257708	23.2664233264131	23.6548340087973	23.2615225390069	22.756326321497	23.2750370881041	23.7852851921996	23.2239338875506	23.1335226550589	22.9638507844869
ENSG00000005249.13	25.1065900059834	25.4166171864378	26.492612864181	25.6698120078192	26.029021740757	25.4444959146689	26.3804367342765	25.3482200984494	25.8019337925927	25.1240589995177	24.7442974114826	24.7574431886528	24.615878337043	25.1056810335682	24.8686609052806	24.898068391334	24.7725028332562	24.4827100354231
ENSG00000005302.19	21.8379683038236	21.6132124272809	22.6942884796803	22.4140123986119	21.7532310433621	21.7329254299642	22.066184360226	21.8870254454221	21.5720623175234	21.8308300041607	21.6669816336611	22.0229955514331	22.0059608877761	21.7430471145621	21.706042539972	21.8747366064433	21.977992824758	22.0215960969686
ENSG00000005339.15	23.6988488717922	23.7504957173863	23.8819958053948	23.651932491071	23.8771162915824	23.5312562309745	24.100408313943	23.7038739958851	23.7017498353739	23.4202951670818	23.3832915981715	23.5638001730084	23.59049542475	23.5125836837235	23.4891120473384	23.5479204736174	23.6489281749271	23.5163777829078
ENSG00000005381.8	24.5621059170765	27.21098964521	25.1309454541473	25.5456390709812	25.1486558282301	25.3559925780877	25.2999072261961	24.6590341831308	25.3295156234442	25.7226800401157	25.3354471804618	24.6215839987848	24.2549871739308	24.6478694658132	25.2597558018042	24.419670006467	24.3784089554589	24.4350630303641
ENSG00000005421.9	26.2569027006392	25.1718607532588	25.2173589811224	26.0497040858057	25.5132798651135	25.7744300175245	25.5145168447257	26.4773723518952	25.7954291367454	25.8093994929552	25.6137118627635	26.924672933429	25.8483427294795	26.4226711863048	26.2110406889853	25.7107825839953	26.2464937125421	25.5395481963983
ENSG00000005436.14	25.6967581063763	25.1943701217261	25.1973008393299	25.2265024857278	25.1523648067515	25.5417757422334	25.2163883532776	25.4078234060591	25.4996187100026	25.3719086812916	25.3425750983205	25.3195901593529	25.5109813491411	25.2680570877744	25.1647624737263	25.3695977284046	25.0077583766042	25.2371447932092
ENSG00000005448.17	22.5970722733239	22.2873800161662	22.8166157023227	22.8466844728821	22.7747963363723	22.9564418462236	22.7951656766385	22.6745155512603	22.6903315881622	22.7715089399047	22.8509485056274	22.6396040242618	22.8812841674776	22.6020157724658	22.7760856272256	22.4638780652791	22.6216150592578	22.4574350760606
ENSG00000005469.12	23.3330470170836	23.0377019181688	23.184273086783	23.3011566789041	23.1140101450842	23.0581398759598	23.2184263742346	23.31812749691	23.1330495867016	23.354616949871	23.2760320999139	23.332928574748	23.6308668656666	23.0927803878256	23.0783778735462	23.4118956049987	23.2918932103796	23.2924487919731
ENSG00000005483.21	20.9554178458157	21.1241824060488	21.2831644676712	21.1782810795919	21.4397919521655	21.2498644899089	21.548121566795	20.975210429098	21.1541526646876	20.8110740948315	21.0804687595188	20.8387129518642	20.7978008285918	20.9406166421055	20.8355683810395	20.7739029288195	20.9604336506732	20.8736568826442
ENSG00000005486.17	22.7015178908032	23.2075467978966	22.1423785196039	22.775517262868	23.1384343014744	22.6325233286532	22.7125615998282	22.5620327801928	22.1261395065623	23.3418303053913	22.274798654042	23.2575159290001	23.5385369050693	23.1872966553142	23.3586263294662	23.3944789134206	23.5974107417601	23.5046941387949
ENSG00000005513.10	20.7773342984862	21.0535633473287	22.2313027877516	NA	21.8673586682824	21.5347083195916	21.2441959162502	22.0979868620526	21.9040795039674	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000005700.15	22.3030113557781	22.0418854297222	22.1894337581359	22.2593012034374	22.127870720139	22.2655723194925	22.198735134292	22.1458303929564	22.1205102557697	22.0736443983816	22.1330154026726	22.1441183219881	22.3033238187429	22.0126763689047	21.9771090087942	22.1302754452133	22.1900132499579	22.2457405504416
ENSG00000005801.18	19.3411881986569	19.320059791633	NA	NA	NA	NA	NA	18.8773221922238	18.9172985274079	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000005810.18	24.5027961922695	24.3888387074511	24.3880920502683	24.4981946382105	24.3871793965443	24.5228295568102	24.5006675803842	24.5639781711598	24.6166934838629	24.2842002879247	24.4250186604989	24.2596774215479	24.3476683335148	24.3466053410493	24.5547178909204	24.3551217706119	24.4021157688879	24.3508012722077
ENSG00000005812.11	NA	NA	19.0075850680688	18.5285451756913	18.8247927438942	18.6874692798761	18.9532099204333	18.907037920324	19.2231965365013	18.9504072312354	18.4638109509334	18.8786225900126	18.7965755526765	19.0714827569496	18.868031458008	18.6602035888471	19.2422054038103	18.4242786543975
ENSG00000005844.18	23.5450937275478	24.0116650563728	23.454666593216	23.7514562150573	24.3303787179119	24.0049045244798	23.8232203531952	23.7242071902487	23.8397828786859	23.6081222405208	24.7375572200406	23.5656060013795	22.9665475992993	23.8236986736782	24.0781594136757	23.0658015412903	23.6830453778862	23.5400603680673
ENSG00000005882.12	22.4197726111193	22.2238854302163	23.2442060272295	22.5475799650181	22.5786032824546	22.4196990633328	23.0474079480205	22.552104048573	22.6399469661714	24.333183371931	22.838929807639	23.8352598181769	22.8202212412823	23.1322140589703	22.8734254680019	22.5176667449382	22.6342399777571	23.1930418876532
ENSG00000005884.18	24.5003291092637	24.470697227059	24.742828847197	24.5199542588525	24.6392543251416	24.5293033001259	24.7697924341527	24.0253432904891	24.2877508215578	24.0696148698406	24.3000522239055	23.8736396432066	23.8570027175097	24.4741359144281	24.3847512681369	23.5969302019839	23.7995530818244	23.5916085395724
ENSG00000005889.15	20.1173792374389	19.7909136169708	19.1746560559707	19.0331013985779	19.632256183884	19.7482832090412	20.4756015348419	18.9902853195344	19.057443310854	19.1109113183069	18.6653420584328	19.0112874927218	18.8935532944475	19.1149529624616	18.6904133195881	18.8170876233822	18.7434887460865	18.6867077489944
ENSG00000005893.16	26.1314759595226	26.2399671001279	26.2139533594215	26.1181526094199	26.3148227149466	25.9802260154812	26.2060779045571	26.1991552243754	26.0992777529346	26.243923649952	25.9714598542382	25.7233288221015	26.1685669940817	25.8859422559733	26.2892421214041	26.0005543786002	26.1668391302555	26.0824458831194
ENSG00000005961.19	21.6952414840641	24.3031041821073	22.1384096451311	22.7555627524567	23.0605481452692	21.3241268287253	22.4869933970758	21.6619207549118	22.4561754543512	24.011549797235	24.659812533081	22.0830423412821	21.815949061983	22.973451237988	22.918658595926	23.4710014003366	22.0465494411464	22.1193516674567
ENSG00000006007.12	NA	NA	22.6686230549607	23.0330065612195	22.9768105569192	23.1204906711841	22.8726329953208	23.0405694024372	23.1472087079295	23.3146625465856	22.8279703750468	23.1157621672093	22.9284390684474	22.749881517459	22.874620246117	23.2450256377731	23.0655111236522	23.3539482101583
ENSG00000006016.11	NA	NA	NA	NA	NA	NA	NA	19.1381928624748	19.7138413393357	NA	NA	NA	NA	NA	NA	NA	NA	NA
